@RELATION electricity_data

@ATTRIBUTE peak_demand REAL
@ATTRIBUTE temperature REAL
@ATTRIBUTE population REAL
@ATTRIBUTE income REAL
@ATTRIBUTE is_holiday {0,1}

@DATA
1506.78,28.93,29460000,1410,0
1466.01,29.37,29460000,1410,0
1402.92,29.47,29460000,1410,1
1495.49,29.37,29460000,1410,0
1489.99,29.03,29460000,1410,0
1402.72,27.8,29460000,1410,0
1459.46,27.63,29460000,1410,0
1464.63,27.67,29460000,1410,0
1451.18,28.47,29460000,1410,0
1366.03,28.77,29460000,1410,1
1350.57,30.97,29460000,1410,0
1305.01,29.13,29460000,1410,1
1366.19,27.53,29460000,1410,1
1246.15,27.5,29460000,1410,1
1124.87,27.3,29460000,1410,1
1230.62,27.23,29460000,1410,0
1202.96,28.03,29460000,1410,1
1195.03,28.5,29460000,1410,1
1284.24,28.4,29460000,1410,0
1303.52,27.87,29460000,1410,0
1354.84,27.43,29460000,1410,0
1420.19,27.43,29460000,1410,0
1388.33,27.83,29460000,1410,0
1292.25,28.03,29460000,1410,1
1403.17,27.7,29460000,1410,0
1383.55,27.13,29460000,1410,0
1417.85,26.43,29460000,1410,0
1411.77,27.03,29460000,1410,0
1363.74,26.67,29460000,1410,0
1448.93,26.3,29460000,1410,0
1264.41,25.63,29460000,1410,1
1420.63,24.97,29460000,1410,0
1398.02,24.83,29460000,1410,0
1388.46,25.33,29460000,1410,0
1406.6,25.13,29460000,1410,0
1373.4,24.57,29460000,1410,0
1347.51,24.8,29460000,1410,0
1213.33,25.7,29460000,1410,1
1077.71,25.77,29460000,1410,0
1288.65,25.27,29460000,1410,0
1461.14,24.93,29460000,1410,0
1473.87,24.47,29460000,1410,0
1396.13,24.9,29460000,1410,0
1486.83,26.97,29460000,1410,0
1354.64,26.17,29460000,1410,1
1459.47,25.27,29460000,1410,0
1457.16,24.87,29460000,1410,0
1530.71,25.3,29460000,1410,0
1522.56,25.37,29460000,1410,0
1529.81,24.53,29460000,1410,0
1525.59,24.8,29460000,1410,0
1412.05,24.33,29460000,1410,1
1531.19,24.07,29460000,1410,0
1510.94,24.63,29460000,1410,0
1525.23,23.8,29460000,1410,0
1507.4,23.27,29460000,1410,0
1494.77,24.17,29460000,1410,1
1470.14,24.17,29460000,1410,0
1406.49,23.87,29460000,1410,1
1480.46,23.67,29460000,1410,0
1530.59,22.9,29460000,1410,0
1548.22,22.1,29460000,1410,0
1570.04,20.87,29460000,1410,0
1594.71,21.9,29460000,1410,0
1581.87,22.27,29460000,1410,0
1511.66,22.5,29460000,1410,1
1605.14,23.8,29460000,1410,0
1595.87,23.37,29460000,1410,0
1582.17,22.6,29460000,1410,0
1654.08,22.47,29460000,1410,0
1659.74,21.2,29460000,1410,0
1659.99,20.53,29460000,1410,0
1534.12,21.37,29460000,1410,1
1648.13,21.43,29460000,1410,1
1683.67,22.33,29460000,1410,0
1668.4,20.97,29460000,1410,0
1682.13,19.27,29460000,1410,0
1678.97,17.8,29460000,1410,0
1640.83,19.87,29460000,1410,1
1417.97,19.97,29460000,1410,1
1659.9,19.8,29460000,1410,0
1744.31,19.03,29460000,1410,0
1736.12,18.9,29460000,1410,0
1828.7,19.1,29460000,1410,0
1772.46,19.13,29460000,1410,0
1810.88,19.47,29460000,1410,0
1598.8,20.5,29460000,1410,1
1762.25,20.17,29460000,1410,0
1830.25,20.93,29460000,1410,0
1839.99,18.17,29460000,1410,0
1792.61,19.47,29460000,1410,0
1822.85,21.13,29460000,1410,0
1778.21,21.13,29460000,1410,0
1590.61,21.33,29460000,1410,1
1619.92,20.43,29460000,1410,1
1786.92,18.07,29460000,1410,0
1795.83,17.97,29460000,1410,0
1756.08,18.63,29460000,1410,0
1738.81,18.1,29460000,1410,0
1690.78,20.13,29460000,1410,0
1630.25,22.1,29460000,1410,1
1674.77,21.8,29460000,1410,1
1704.92,23.37,29460000,1410,0
1744.09,23.2,29460000,1410,0
1683.03,23,29460000,1410,0
1660.26,24.2,29460000,1410,0
1637.44,22.77,29460000,1410,0
1514.04,23.93,29460000,1410,1
1635.27,23.9,29460000,1410,0
1672.13,23.77,29460000,1410,0
1650.12,25.13,29460000,1410,0
1634.04,23.4,29460000,1410,0
1689.95,23.4,29460000,1410,0
1641.66,23.7,29460000,1410,0
1492.47,23.07,29460000,1410,1
1675.01,23.1,29460000,1410,0
1648.45,23.2,29460000,1410,0
1655.41,22.97,29460000,1410,0
1666.21,23.5,29460000,1410,0
1720.63,22.23,29460000,1410,0
1597.43,23.17,29460000,1410,0
1544.88,24.13,29460000,1410,1
1591.77,24.07,29460000,1410,0
1693.08,22.27,29460000,1410,0
1628.03,23.17,29460000,1410,0
1642.65,25.33,29460000,1410,0
1635.74,26.53,29460000,1410,0
1607.55,26.7,29460000,1410,0
1407.08,26.93,29460000,1410,1
1593.17,27,29460000,1410,1
1651.91,26.53,29460000,1410,0
1639.73,27.07,29460000,1410,1
1574.39,26.7,29460000,1410,0
1679.55,27.07,29460000,1410,0
1634.1,26.57,29460000,1410,0
1521.1,25.33,29460000,1410,1
1697.08,25.83,29460000,1410,0
1685.32,24.9,29460000,1410,0
1663.39,25.8,29460000,1410,0
1680.77,26.13,29460000,1410,0
1641.39,26.23,29460000,1410,0
1628.57,26.57,29460000,1410,0
1498.22,27.27,29460000,1410,1
1617.11,27.93,29460000,1410,0
1429.15,27.6,29460000,1410,1
1349.82,27.93,29460000,1410,1
1361.83,22.2,29460000,1410,1
1548.37,27.53,29460000,1410,0
1607.76,28.33,29460000,1410,0
1536.55,28,29460000,1410,1
1628.38,28.27,29460000,1410,0
1627.05,27.9,29460000,1410,0
1673.38,27.8,29460000,1410,0
1631.11,27.93,29460000,1410,0
1671.78,26.73,29460000,1410,0
1681.49,25.43,29460000,1410,0
1570.09,26.37,29460000,1410,1
1618.97,23.5,29460000,1410,0
1588.86,21.1,29460000,1410,0
1526.59,23.77,29460000,1410,0
1588.53,25.97,29460000,1410,0
1640.82,26.87,29460000,1410,0
1633.14,27.37,29460000,1410,0
1546.85,27.1,29460000,1410,1
1626.97,29.5,29460000,1410,0
1656.08,28.9,29460000,1410,0
1642.47,29.07,29460000,1410,0
1609.65,29.33,29460000,1410,0
1643.21,28.8,29460000,1410,0
1340.96,25.9,29460000,1410,0
1388.62,24.5,29460000,1410,1
1581.93,25.43,29460000,1410,0
1672.14,27.7,29460000,1410,0
1658.33,28.3,29460000,1410,0
1718.67,29.73,29460000,1410,0
1690.06,30.47,29460000,1410,0
1691.77,30.53,29460000,1410,0
1574.87,30.8,29460000,1410,1
1707.5,32.1,29460000,1410,0
1709.03,32.27,29460000,1410,0
1815.05,32.27,29460000,1410,0
1695.7,32.6,29460000,1410,0
1760.02,31.9,29460000,1410,0
1642.64,32.87,29460000,1410,1
1765.55,32.67,29460000,1410,1
1826.47,33.63,29460000,1410,0
1886.04,34.57,29460000,1410,0
1787.85,34.7,29460000,1410,0
1844.96,34.53,29460000,1410,0
1824.67,33.53,29460000,1410,0
1623.28,29.77,29460000,1410,0
1757.8,31.23,29460000,1410,1
1628.11,30.5,29460000,1410,0
1627.82,23.5,29460000,1410,0
1752.45,29.8,29460000,1410,0
1833.4,31.03,29460000,1410,0
1765.37,30.4,29460000,1410,0
1720.01,31.53,29460000,1410,0
1659.8,29.33,29460000,1410,1
1604.31,24.2,29460000,1410,0
1461.22,22,29460000,1410,1
1634.86,24.87,29460000,1410,0
1573.48,29.37,29460000,1410,0
1692.08,25.2,29460000,1410,0
1777.73,30.17,29460000,1410,1
1668.19,32.47,29460000,1410,1
1780.25,32.4,29460000,1410,0
1841.68,33.03,29460000,1410,0
1844.35,33.83,29460000,1410,0
1895.33,33.93,29460000,1410,0
1938.68,33.43,29460000,1410,0
1891.06,32.6,29460000,1410,0
1760.65,33.2,29460000,1410,1
1687.74,33.4,29460000,1410,0
1704.59,30.63,29460000,1410,0
1627.18,30.3,29460000,1410,0
1530.94,29.63,29460000,1410,0
1767.04,29.07,29460000,1410,0
1598.05,29.47,29460000,1410,0
1575.54,30.87,29460000,1410,1
1699.72,31.03,29460000,1410,0
1855.01,30.97,29460000,1410,0
1626.68,29.3,29460000,1410,0
1760.01,30.27,29460000,1410,0
1323.73,28.47,29460000,1410,0
1709.37,29.33,29460000,1410,0
1511.08,29.23,29460000,1410,1
1741.89,29.5,29460000,1410,0
1754.66,32.4,29460000,1410,1
1820.95,33.8,29460000,1410,0
1949.96,34.93,29460000,1410,0
1986.39,34.97,29460000,1410,0
1941.89,34.8,29460000,1410,0
1824.31,34.8,29460000,1410,1
1938.37,35.13,29460000,1410,0
1930.51,34.17,29460000,1410,0
1885.25,35.5,29460000,1410,0
1901.61,35.87,29460000,1410,0
1904.62,36.67,29460000,1410,0
1909.98,34.97,29460000,1410,0
1862.6,34.43,29460000,1410,1
1932.29,34.87,29460000,1410,0
1852.67,31.63,29460000,1410,0
1866.75,31.97,29460000,1410,0
1897.47,30.97,29460000,1410,0
1870.65,32,29460000,1410,0
1947.8,32.23,29460000,1410,0
1895.39,32.67,29460000,1410,1
1819.92,31.07,29460000,1410,0
1723.92,30.6,29460000,1410,0
1841,31.23,29460000,1410,0
1877.59,32,29460000,1410,0
1931.73,31.3,29460000,1410,0
1907.43,31.7,29460000,1410,0
1760.75,31.2,29460000,1410,1
1881.23,31.87,29460000,1410,0
1896.07,32.57,29460000,1410,0
1859.12,30.53,29460000,1410,0
1856.44,30.5,29460000,1410,0
1687.25,29.9,29460000,1410,1
1704.23,28.13,29460000,1410,0
1629.55,28.2,29460000,1410,1
1725.35,30.43,29460000,1410,0
1764.37,29.5,29460000,1410,0
1720.14,29.07,29460000,1410,0
1748.6,29.53,29460000,1410,0
1792.27,32.17,29460000,1410,0
1776.19,31.53,29460000,1410,0
1726.93,32.17,29460000,1410,1
1876.67,32.43,29460000,1410,0
1771.8,31.33,29460000,1410,0
1871.15,31.83,29460000,1410,0
1787.53,30.37,29460000,1410,0
1741.88,29.23,29460000,1410,0
1686.02,28.13,29460000,1410,0
1706.22,30.9,29460000,1410,1
1783.08,31.2,29460000,1410,0
